learner_id,course_id,week,sessions_available,sessions_attended,attendance_rate,login_count,active_minutes,content_views,assignment_submissions,assessment_attempts,average_score,score_trend,help_requests,forum_questions,mentor_contacts,feedback_score,feedback_sentiment,support_needed,attendance_rate_missing,login_count_missing,active_minutes_missing,content_views_missing,assignment_submissions_missing,assessment_attempts_missing,average_score_missing,score_trend_missing,help_requests_missing,forum_questions_missing,mentor_contacts_missing,feedback_score_missing,feedback_sentiment_missing,missing_feature_count,activity_change,score_change,attendance_change,submission_rate,help_seeking_frequency,feedback_signal,overall_engagement_score,engagement_trend
LNR-0003,AI-301,1,3,3,1.0,10,145.1,19.0,2,1,58.0,-3.6,0.0,1.0,0.0,3.5,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3333333333333333,1.0,0.8644999999999998,68.3,0.0
LNR-0003,AI-301,2,3,2,0.6667,9,168.3,26.0,1,1,55.1,-2.9,1.0,1.0,0.0,3.0,0.29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,23.200000000000017,-2.8999999999999986,-0.33330000000000004,0.6666666666666666,2.0,0.6869999999999999,64.8,-7.6
LNR-0003,AI-301,3,3,2,0.6667,3,121.3,26.0,1,1,55.9,0.8,1.0,0.0,0.0,3.5,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47.000000000000014,0.7999999999999972,0.0,0.6666666666666666,1.0,0.8119999999999999,56.4,-7.4
LNR-0003,AI-301,4,3,3,1.0,5,69.1,24.0,1,1,63.1,7.2,0.0,1.0,0.0,3.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.2,7.200000000000003,0.33330000000000004,0.6666666666666666,1.0,0.744,60.4,4.9
LNR-0003,AI-301,5,3,2,0.6667,4,197.8,15.0,0,2,59.7,-3.4,0.0,0.0,0.0,3.0,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.70000000000002,-3.3999999999999986,-0.33330000000000004,0.0,0.0,0.666,58.9,8.3
LNR-0004,DATA-201,1,3,2,0.6667,5,144.6,22.0,1,1,72.2,5.5,0.0,2.0,0.0,3.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,2.0,0.6029999999999999,65.8,0.0
LNR-0004,DATA-201,2,2,2,1.0,5,132.7,24.0,2,1,62.8,-9.4,1.0,0.0,0.0,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.900000000000006,-9.400000000000006,0.33330000000000004,1.5,1.0,1.0,69.5,3.3
LNR-0004,DATA-201,3,3,2,0.6667,10,97.3,27.0,0,2,64.6,1.8,2.0,1.0,0.0,3.5,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.39999999999999,1.7999999999999972,-0.33330000000000004,0.0,3.0,0.819,66.1,-15.0
LNR-0004,DATA-201,4,3,2,0.6667,6,115.5,24.0,1,1,66.6,2.0,0.0,1.0,0.0,4.0,0.19,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,18.200000000000003,2.0,0.0,0.6666666666666666,1.0,0.876,59.1,4.0
LNR-0004,DATA-201,5,4,3,0.75,8,123.3,21.0,1,1,76.9,10.3,0.0,1.0,0.0,4.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.799999999999997,10.300000000000011,0.08330000000000004,0.5,1.0,0.844,64.3,8.9
LNR-0005,WEB-102,1,3,3,1.0,14,249.3,29.0,2,1,70.3,-2.5,3.0,1.0,1.0,5.0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3333333333333333,5.0,1.405,92.6,0.0
LNR-0005,WEB-102,2,4,4,1.0,9,157.2,34.0,2,2,85.8,15.5,0.0,1.0,0.0,5.0,0.81,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,-92.10000000000002,15.5,0.0,1.0,1.0,1.405,77.8,-7.6
LNR-0005,WEB-102,3,4,4,1.0,11,222.5,36.0,2,1,75.9,-9.9,2.0,0.0,0.0,5.0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.30000000000001,-9.899999999999991,0.0,1.0,2.0,1.355,87.2,5.9
LNR-0005,WEB-102,4,3,3,1.0,15,252.3,33.0,2,1,64.3,-11.6,0.0,0.0,0.0,4.0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.80000000000001,-11.600000000000009,0.0,1.3333333333333333,0.0,0.988,76.0,-0.8
LNR-0005,WEB-102,5,3,3,1.0,7,229.5,29.0,1,1,66.2,1.9,0.0,2.0,1.0,4.0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.80000000000001,1.9000000000000057,0.0,0.6666666666666666,3.0,1.136,90.5,-2.8
LNR-0006,WEB-102,1,3,3,1.0,11,185.2,33.0,2,1,79.4,-2.8,0.0,0.0,0.0,4.5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3333333333333333,0.0,1.1520000000000001,74.1,0.0
LNR-0006,WEB-102,2,2,2,1.0,11,277.5,35.0,2,3,89.5,10.1,1.0,0.0,0.0,4.5,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.30000000000001,10.099999999999994,0.0,1.5,1.0,1.116,87.4,20.4
LNR-0006,WEB-102,3,2,2,1.0,12,175.4,34.0,2,2,80.8,-8.7,0.0,1.0,0.0,5.0,0.54,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,-102.1,-8.700000000000003,0.0,1.5,1.0,1.27,78.5,-21.4
LNR-0006,WEB-102,4,3,3,1.0,7,321.4,38.0,2,2,74.6,-6.2,1.0,1.0,3.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,145.99999999999997,-6.200000000000003,0.0,1.3333333333333333,5.0,0.976,93.4,16.9
LNR-0006,WEB-102,5,4,3,0.75,12,273.2,32.0,2,1,84.3,9.7,0.0,2.0,1.0,4.0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.19999999999999,9.700000000000003,-0.25,1.0,3.0,1.1480000000000001,89.8,-10.7
LNR-0007,AI-301,1,4,4,1.0,9,193.4,30.0,1,2,76.4,0.3,1.0,0.0,1.0,5.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,2.0,1.375,84.2,0.0
LNR-0007,AI-301,2,3,3,1.0,11,168.3,26.0,2,2,69.9,-0.3,0.0,2.0,2.0,4.5,0.46,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,-25.099999999999994,-6.5,0.0,1.3333333333333333,4.0,1.107,85.0,-7.4
LNR-0007,AI-301,3,3,3,1.0,5,253.8,30.0,2,3,70.3,-4.7,1.0,0.0,0.0,4.0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,0.3999999999999915,0.0,1.3333333333333333,1.0,0.9960000000000001,82.5,14.4
LNR-0007,AI-301,4,3,3,1.0,8,200.8,32.0,2,1,82.2,11.9,1.0,1.0,1.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-53.0,11.900000000000006,0.0,1.3333333333333333,3.0,0.976,91.2,-2.9
LNR-0007,AI-301,5,2,2,1.0,12,165.7,35.0,1,1,83.7,1.5,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-35.10000000000002,1.5,0.0,1.0,0.0,0.976,72.9,-5.1
LNR-0008,CS-101,1,3,1,0.3333,7,98.4,8.0,0,0,56.3,-21.7,1.0,0.0,0.0,2.0,-0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.36200000000000004,41.3,0.0
LNR-0008,CS-101,2,3,1,0.3333,4,144.0,17.0,1,2,46.3,-10.0,0.0,0.0,0.0,1.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.599999999999994,-10.0,0.0,0.6666666666666666,0.0,0.22499999999999998,37.2,2.6
LNR-0008,CS-101,3,3,0,0.0,3,86.2,8.0,1,1,61.4,15.1,0.0,1.0,0.0,1.5,-0.08,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,-57.8,15.100000000000001,-0.3333,0.6666666666666666,1.0,0.288,32.2,-12.1
LNR-0008,CS-101,4,2,0,0.0,2,41.5,7.0,0,1,43.9,-17.5,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-44.7,-17.5,0.0,0.0,0.0,0.976,25.1,-16.2
LNR-0008,CS-101,5,3,0,0.0,1,26.4,6.0,0,0,52.3,8.4,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-15.100000000000001,8.399999999999999,0.0,0.0,0.0,0.976,25.6,1.7
LNR-0009,AI-301,1,4,3,0.75,6,162.2,21.0,2,1,55.3,-11.3,0.0,0.0,0.0,3.5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.826,57.7,0.0
LNR-0009,AI-301,2,2,1,0.5,6,190.6,27.0,2,1,69.9,-0.3,3.0,1.0,0.0,3.5,0.44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,28.400000000000006,14.600000000000009,-0.25,1.5,4.0,0.854,73.4,4.5
LNR-0009,AI-301,3,3,2,0.6667,5,78.4,11.0,2,1,79.0,10.9,0.0,1.0,0.0,4.0,0.47,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,-112.19999999999999,9.099999999999994,0.16669999999999996,1.3333333333333333,1.0,0.988,59.5,-9.1
LNR-0009,AI-301,4,3,2,0.6667,5,180.8,25.0,0,2,79.5,0.5,3.0,0.0,0.0,3.5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4,0.5,0.0,0.0,3.0,0.728,77.7,17.3
LNR-0009,AI-301,5,3,2,0.6667,6,162.2,26.0,1,1,65.1,-14.4,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-18.600000000000023,-14.400000000000006,0.0,0.6666666666666666,0.0,0.976,59.6,-10.3
LNR-0010,CS-101,1,3,2,0.6667,14,109.5,15.0,1,1,38.3,3.3,0.0,0.0,0.0,3.5,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.8715,46.4,0.0
LNR-0010,CS-101,2,3,2,0.6667,9,162.6,29.0,0,1,52.3,14.0,1.0,1.0,0.0,3.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.099999999999994,14.0,0.0,0.0,2.0,0.732,64.0,15.8
LNR-0010,CS-101,3,3,2,0.6667,5,153.2,20.0,2,1,25.2,-27.1,1.0,0.0,0.0,3.5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.400000000000006,-27.099999999999998,0.0,1.3333333333333333,1.0,0.8155,52.1,-15.1
LNR-0010,CS-101,4,3,3,1.0,9,132.2,17.0,1,1,25.8,0.6,1.0,1.0,1.0,4.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.0,0.6000000000000014,0.33330000000000004,0.6666666666666666,3.0,0.968,69.9,6.8
LNR-0010,CS-101,5,2,1,0.5,7,186.5,20.0,1,1,22.3,-3.5,1.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,54.30000000000001,-3.5,-0.5,1.0,1.0,0.976,52.3,-7.7
LNR-0011,DATA-201,1,2,1,0.5,5,101.7,22.0,1,1,85.9,1.6,0.0,1.0,0.0,3.0,0.2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0.0,0.0,0.0,1.0,1.0,0.66,56.2,0.0
LNR-0011,DATA-201,2,2,2,1.0,4,174.6,24.0,2,1,89.3,3.4,0.0,2.0,0.0,3.5,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.89999999999999,3.3999999999999915,0.5,1.5,2.0,0.8435,83.9,28.8
LNR-0011,DATA-201,3,3,2,1.0,4,168.3,26.0,2,1,88.5,-0.8,1.0,1.0,0.0,4.0,0.49,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,-6.299999999999983,-0.7999999999999972,0.0,1.3333333333333333,2.0,0.9960000000000001,84.6,-1.4
LNR-0011,DATA-201,4,3,2,0.6667,5,122.4,24.0,1,1,86.0,-2.5,1.0,2.0,0.0,3.5,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.900000000000006,-2.5,-0.33330000000000004,0.6666666666666666,3.0,0.854,74.5,-18.9
LNR-0011,DATA-201,5,3,2,0.6667,9,168.3,26.0,2,1,66.4,-19.6,0.0,0.0,0.0,4.0,0.44,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,45.900000000000006,-19.599999999999994,0.0,1.3333333333333333,0.0,0.976,60.6,-2.1
LNR-0012,AI-301,1,3,3,1.0,11,223.9,36.0,2,2,74.6,8.2,0.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,0.0,0.0,0.0,1.3333333333333333,1.0,0.976,81.7,0.0
LNR-0012,AI-301,2,4,3,0.75,9,204.8,45.0,2,1,62.2,-12.4,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-19.099999999999994,-12.399999999999991,-0.25,1.0,2.0,0.976,75.4,-16.9
LNR-0012,AI-301,3,4,3,0.75,14,167.9,43.0,2,1,61.9,-0.3,1.0,2.0,1.0,5.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.900000000000006,-0.30000000000000426,0.0,1.0,4.0,1.395,76.7,-6.3
LNR-0012,AI-301,4,3,3,1.0,11,200.2,30.0,2,2,74.2,12.3,0.0,1.0,0.0,4.5,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.29999999999998,12.300000000000004,0.25,1.3333333333333333,1.0,1.098,79.4,19.0
LNR-0012,AI-301,5,3,3,1.0,9,250.4,34.0,2,2,72.0,-2.2,1.0,0.0,0.0,5.0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.20000000000002,-2.200000000000003,0.0,1.3333333333333333,1.0,1.425,83.0,7.3
LNR-0013,CS-101,1,3,1,0.3333,6,168.3,26.0,1,0,76.4,13.4,0.0,0.0,0.0,3.0,-0.26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.6666666666666666,0.0,0.522,50.2,0.0
LNR-0013,CS-101,2,4,1,0.25,6,110.4,11.0,1,1,48.7,-27.7,1.0,1.0,0.0,1.5,-0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57.900000000000006,-27.700000000000003,-0.08329999999999999,0.5,2.0,0.276,42.7,-26.0
LNR-0013,CS-101,3,2,1,0.5,2,46.1,9.0,1,1,57.7,9.0,1.0,0.0,0.0,2.0,-0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.30000000000001,9.0,0.25,1.0,1.0,0.31800000000000006,39.9,1.3
LNR-0013,CS-101,4,2,0,0.0,1,26.8,8.0,0,2,35.8,-21.9,0.0,1.0,0.0,1.5,-0.21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,-19.3,-21.900000000000006,-0.5,0.0,1.0,0.2685,19.4,-29.2
LNR-0013,CS-101,5,3,0,0.0,2,55.3,5.0,0,1,38.7,2.9,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,28.499999999999996,2.9000000000000057,0.0,0.0,0.0,0.976,25.2,6.2
LNR-0014,AI-301,1,3,2,0.6667,11,93.4,25.0,2,2,67.1,4.5,0.0,0.0,0.0,3.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3333333333333333,0.0,0.705,50.2,0.0
LNR-0014,AI-301,2,3,3,1.0,8,178.0,20.0,1,1,66.4,-0.7,0.0,0.0,1.0,4.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6,-0.6999999999999886,0.33330000000000004,0.6666666666666666,1.0,0.8880000000000001,74.0,23.7
LNR-0014,AI-301,3,3,2,0.6667,6,70.9,25.0,0,2,63.8,-2.6,1.0,0.0,0.0,3.5,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107.1,-2.6000000000000085,-0.33330000000000004,0.0,1.0,0.7174999999999999,52.2,-29.1
LNR-0014,AI-301,4,3,2,0.6667,9,145.6,17.0,1,2,62.6,-1.2,1.0,0.0,0.0,3.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.69999999999999,-1.1999999999999957,0.0,0.6666666666666666,1.0,0.7034999999999999,59.5,11.9
LNR-0014,AI-301,5,2,2,1.0,3,112.1,32.0,1,1,72.1,9.5,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-33.5,9.499999999999993,0.33330000000000004,1.0,0.0,0.976,64.5,9.2
LNR-0015,DATA-201,1,4,4,1.0,12,118.9,35.0,1,1,69.9,-0.3,1.0,0.0,0.0,5.0,0.44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0.0,0.0,0.0,0.5,1.0,1.22,69.9,0.0
LNR-0015,DATA-201,2,2,2,1.0,10,156.1,48.0,2,2,57.7,-8.6,0.0,0.0,0.0,5.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.19999999999999,-12.200000000000003,0.0,1.5,0.0,1.395,65.7,0.1
LNR-0015,DATA-201,3,2,2,1.0,14,296.6,32.0,2,3,69.9,-0.3,0.0,2.0,2.0,5.0,0.53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,140.50000000000003,12.200000000000003,0.0,1.5,4.0,1.2650000000000001,92.5,26.1
LNR-0015,DATA-201,4,3,3,1.0,10,229.6,28.0,2,2,67.9,7.3,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-67.00000000000003,-2.0,0.0,1.3333333333333333,2.0,0.976,85.7,-12.2
LNR-0015,DATA-201,5,2,2,1.0,7,236.9,38.0,2,2,56.3,-11.6,0.0,2.0,1.0,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.300000000000011,-11.600000000000009,0.0,1.5,3.0,1.25,88.8,-4.6
LNR-0016,WEB-102,1,4,4,1.0,9,192.5,35.0,2,1,60.0,-1.4,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,1.0,3.0,0.976,84.8,0.0
LNR-0016,WEB-102,2,3,3,1.0,10,177.3,32.0,2,1,63.3,3.3,3.0,1.0,1.0,4.5,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.199999999999989,3.299999999999997,0.0,1.3333333333333333,5.0,1.269,84.3,-0.9
LNR-0016,WEB-102,3,3,3,1.0,5,132.5,39.0,2,1,69.5,6.2,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-44.80000000000001,6.200000000000003,0.0,1.3333333333333333,3.0,0.976,80.9,-4.4
LNR-0016,WEB-102,4,3,3,1.0,9,246.0,29.0,2,3,68.0,-1.5,0.0,0.0,1.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,113.5,-1.5,0.0,1.3333333333333333,1.0,0.976,81.8,18.2
LNR-0016,WEB-102,5,2,2,1.0,10,209.4,43.0,2,1,68.1,0.1,0.0,1.0,1.0,4.5,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.599999999999994,0.09999999999999432,0.0,1.5,2.0,1.107,83.8,-6.1
LNR-0017,CS-101,1,2,2,1.0,9,192.0,44.0,2,1,92.2,12.6,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,1.5,3.0,0.976,92.8,0.0
LNR-0017,CS-101,2,3,3,1.0,12,256.5,32.0,2,1,77.0,-15.2,0.0,2.0,2.0,4.5,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,-15.200000000000003,0.0,1.3333333333333333,4.0,1.143,94.2,3.2
LNR-0017,CS-101,3,3,3,1.0,14,264.7,35.0,2,2,81.7,4.7,1.0,3.0,1.0,4.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.199999999999989,4.700000000000003,0.0,1.3333333333333333,5.0,0.9640000000000001,95.1,3.7
LNR-0017,CS-101,4,3,3,1.0,13,233.2,33.0,2,1,83.6,1.9,2.0,0.0,0.0,4.5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.5,1.8999999999999915,0.0,1.3333333333333333,2.0,1.1835,90.2,-4.3
LNR-0017,CS-101,5,3,3,1.0,11,260.3,39.0,2,1,89.9,6.3,1.0,0.0,0.0,4.5,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.100000000000023,6.300000000000011,0.0,1.3333333333333333,1.0,1.2285,87.5,7.7
LNR-0018,WEB-102,1,4,2,0.5,5,150.0,9.0,0,2,71.3,-9.4,1.0,0.0,0.0,3.0,-0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.573,56.7,0.0
LNR-0018,WEB-102,2,3,1,0.3333,3,126.4,9.0,1,1,66.8,-4.5,0.0,0.0,0.0,1.5,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.599999999999994,-4.5,-0.16670000000000001,0.6666666666666666,0.0,0.30449999999999994,41.2,-11.2
LNR-0018,WEB-102,3,3,1,0.3333,1,110.2,9.0,0,0,68.3,1.5,1.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-16.200000000000003,1.5,0.0,0.0,1.0,0.976,51.6,-2.0
LNR-0018,WEB-102,4,3,1,0.3333,4,168.3,26.0,0,1,69.9,-0.3,0.0,0.0,0.0,2.0,-0.57,1,0,0,1,1,0,0,1,1,0,0,0,0,0,4,58.10000000000001,1.6000000000000085,0.0,0.0,0.0,0.28600000000000003,46.2,10.5
LNR-0018,WEB-102,5,4,0,0.0,1,15.6,4.0,0,0,66.5,3.5,0.0,0.0,0.0,3.0,-0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-152.70000000000002,-3.4000000000000057,-0.3333,0.0,0.0,0.504,23.3,-31.7
LNR-0019,CS-101,1,3,2,0.6667,6,112.1,28.0,1,1,64.3,-3.9,0.0,0.0,0.0,3.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.721,51.6,0.0
LNR-0019,CS-101,2,3,2,1.0,4,108.9,19.0,1,1,65.7,1.4,0.0,1.0,0.0,4.0,0.44,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,-3.1999999999999886,1.4000000000000057,0.33330000000000004,0.6666666666666666,1.0,0.976,67.5,10.2
LNR-0019,CS-101,3,2,2,1.0,4,162.3,20.0,1,1,52.5,-13.2,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,53.400000000000006,-13.200000000000003,0.0,1.0,3.0,0.976,79.8,2.3
LNR-0019,CS-101,4,3,2,0.6667,11,158.5,20.0,2,1,72.1,19.6,0.0,0.0,0.0,3.5,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8000000000000114,19.599999999999994,-0.33330000000000004,1.3333333333333333,0.0,0.7595,58.8,-0.8
LNR-0019,CS-101,5,3,2,0.6667,7,115.0,21.0,1,2,64.7,-7.4,0.0,0.0,0.0,3.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5,-7.3999999999999915,0.0,0.6666666666666666,0.0,0.714,52.0,-10.9
LNR-0020,DATA-201,1,4,4,1.0,13,219.2,30.0,1,1,65.3,-5.6,2.0,1.0,0.0,5.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,3.0,1.32,89.2,0.0
