learner_id,course_id,week,sessions_available,sessions_attended,attendance_rate,login_count,active_minutes,content_views,assignment_submissions,assessment_attempts,average_score,score_trend,help_requests,forum_questions,mentor_contacts,feedback_score,feedback_sentiment,support_needed,attendance_rate_missing,login_count_missing,active_minutes_missing,content_views_missing,assignment_submissions_missing,assessment_attempts_missing,average_score_missing,score_trend_missing,help_requests_missing,forum_questions_missing,mentor_contacts_missing,feedback_score_missing,feedback_sentiment_missing,missing_feature_count
LNR-0006,WEB-102,1,3,3,1.0,11,185.2,33.0,2,1,79.4,-2.8,0.0,0.0,0.0,4.5,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0006,WEB-102,2,2,2,1.0,11,277.5,35.0,2,3,89.5,10.1,1.0,0.0,0.0,4.5,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0006,WEB-102,3,2,2,1.0,12,175.4,34.0,2,2,80.8,-8.7,0.0,1.0,0.0,5.0,0.54,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0006,WEB-102,4,3,3,1.0,7,321.4,38.0,2,2,74.6,-6.2,1.0,1.0,3.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0006,WEB-102,5,4,3,0.75,12,273.2,32.0,2,1,84.3,9.7,0.0,2.0,1.0,4.0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0007,AI-301,1,4,4,1.0,9,193.4,30.0,1,2,76.4,0.3,1.0,0.0,1.0,5.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0007,AI-301,2,3,3,1.0,11,168.3,26.0,2,2,69.9,-0.3,0.0,2.0,2.0,4.5,0.46,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4
LNR-0007,AI-301,3,3,3,1.0,5,253.8,30.0,2,3,70.3,-4.7,1.0,0.0,0.0,4.0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0007,AI-301,4,3,3,1.0,8,200.8,32.0,2,1,82.2,11.9,1.0,1.0,1.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0007,AI-301,5,2,2,1.0,12,165.7,35.0,1,1,83.7,1.5,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0008,CS-101,1,3,1,0.3333,7,98.4,8.0,0,0,56.3,-21.7,1.0,0.0,0.0,2.0,-0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0008,CS-101,2,3,1,0.3333,4,144.0,17.0,1,2,46.3,-10.0,0.0,0.0,0.0,1.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0008,CS-101,3,3,0,0.0,3,86.2,8.0,1,1,61.4,15.1,0.0,1.0,0.0,1.5,-0.08,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0008,CS-101,4,2,0,0.0,2,41.5,7.0,0,1,43.9,-17.5,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0008,CS-101,5,3,0,0.0,1,26.4,6.0,0,0,52.3,8.4,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0009,AI-301,1,4,3,0.75,6,162.2,21.0,2,1,55.3,-11.3,0.0,0.0,0.0,3.5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0009,AI-301,2,2,1,0.5,6,190.6,27.0,2,1,69.9,-0.3,3.0,1.0,0.0,3.5,0.44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0009,AI-301,3,3,2,0.6667,5,78.4,11.0,2,1,79.0,10.9,0.0,1.0,0.0,4.0,0.47,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0009,AI-301,4,3,2,0.6667,5,180.8,25.0,0,2,79.5,0.5,3.0,0.0,0.0,3.5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0009,AI-301,5,3,2,0.6667,6,162.2,26.0,1,1,65.1,-14.4,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0010,CS-101,1,3,2,0.6667,14,109.5,15.0,1,1,38.3,3.3,0.0,0.0,0.0,3.5,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0010,CS-101,2,3,2,0.6667,9,162.6,29.0,0,1,52.3,14.0,1.0,1.0,0.0,3.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0010,CS-101,3,3,2,0.6667,5,153.2,20.0,2,1,25.2,-27.1,1.0,0.0,0.0,3.5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0010,CS-101,4,3,3,1.0,9,132.2,17.0,1,1,25.8,0.6,1.0,1.0,1.0,4.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0010,CS-101,5,2,1,0.5,7,186.5,20.0,1,1,22.3,-3.5,1.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0011,DATA-201,1,2,1,0.5,5,101.7,22.0,1,1,85.9,1.6,0.0,1.0,0.0,3.0,0.2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0011,DATA-201,2,2,2,1.0,4,174.6,24.0,2,1,89.3,3.4,0.0,2.0,0.0,3.5,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0011,DATA-201,3,3,2,1.0,4,168.3,26.0,2,1,88.5,-0.8,1.0,1.0,0.0,4.0,0.49,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3
LNR-0011,DATA-201,4,3,2,0.6667,5,122.4,24.0,1,1,86.0,-2.5,1.0,2.0,0.0,3.5,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0011,DATA-201,5,3,2,0.6667,9,168.3,26.0,2,1,66.4,-19.6,0.0,0.0,0.0,4.0,0.44,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4
LNR-0012,AI-301,1,3,3,1.0,11,223.9,36.0,2,2,74.6,8.2,0.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5
LNR-0012,AI-301,2,4,3,0.75,9,204.8,45.0,2,1,62.2,-12.4,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0012,AI-301,3,4,3,0.75,14,167.9,43.0,2,1,61.9,-0.3,1.0,2.0,1.0,5.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0012,AI-301,4,3,3,1.0,11,200.2,30.0,2,2,74.2,12.3,0.0,1.0,0.0,4.5,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0012,AI-301,5,3,3,1.0,9,250.4,34.0,2,2,72.0,-2.2,1.0,0.0,0.0,5.0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0013,CS-101,1,3,1,0.3333,6,168.3,26.0,1,0,76.4,13.4,0.0,0.0,0.0,3.0,-0.26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0013,CS-101,2,4,1,0.25,6,110.4,11.0,1,1,48.7,-27.7,1.0,1.0,0.0,1.5,-0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0013,CS-101,3,2,1,0.5,2,46.1,9.0,1,1,57.7,9.0,1.0,0.0,0.0,2.0,-0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0013,CS-101,4,2,0,0.0,1,26.8,8.0,0,2,35.8,-21.9,0.0,1.0,0.0,1.5,-0.21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0013,CS-101,5,3,0,0.0,2,55.3,5.0,0,1,38.7,2.9,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0014,AI-301,1,3,2,0.6667,11,93.4,25.0,2,2,67.1,4.5,0.0,0.0,0.0,3.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0014,AI-301,2,3,3,1.0,8,178.0,20.0,1,1,66.4,-0.7,0.0,0.0,1.0,4.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0014,AI-301,3,3,2,0.6667,6,70.9,25.0,0,2,63.8,-2.6,1.0,0.0,0.0,3.5,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0014,AI-301,4,3,2,0.6667,9,145.6,17.0,1,2,62.6,-1.2,1.0,0.0,0.0,3.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0014,AI-301,5,2,2,1.0,3,112.1,32.0,1,1,72.1,9.5,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0015,DATA-201,1,4,4,1.0,12,118.9,35.0,1,1,69.9,-0.3,1.0,0.0,0.0,5.0,0.44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0015,DATA-201,2,2,2,1.0,10,156.1,48.0,2,2,57.7,-8.6,0.0,0.0,0.0,5.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0015,DATA-201,3,2,2,1.0,14,296.6,32.0,2,3,69.9,-0.3,0.0,2.0,2.0,5.0,0.53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0015,DATA-201,4,3,3,1.0,10,229.6,28.0,2,2,67.9,7.3,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0015,DATA-201,5,2,2,1.0,7,236.9,38.0,2,2,56.3,-11.6,0.0,2.0,1.0,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0016,WEB-102,1,4,4,1.0,9,192.5,35.0,2,1,60.0,-1.4,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0016,WEB-102,2,3,3,1.0,10,177.3,32.0,2,1,63.3,3.3,3.0,1.0,1.0,4.5,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0016,WEB-102,3,3,3,1.0,5,132.5,39.0,2,1,69.5,6.2,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0016,WEB-102,4,3,3,1.0,9,246.0,29.0,2,3,68.0,-1.5,0.0,0.0,1.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0016,WEB-102,5,2,2,1.0,10,209.4,43.0,2,1,68.1,0.1,0.0,1.0,1.0,4.5,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0017,CS-101,1,2,2,1.0,9,192.0,44.0,2,1,92.2,12.6,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0017,CS-101,2,3,3,1.0,12,256.5,32.0,2,1,77.0,-15.2,0.0,2.0,2.0,4.5,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0017,CS-101,3,3,3,1.0,14,264.7,35.0,2,2,81.7,4.7,1.0,3.0,1.0,4.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0017,CS-101,4,3,3,1.0,13,233.2,33.0,2,1,83.6,1.9,2.0,0.0,0.0,4.5,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0017,CS-101,5,3,3,1.0,11,260.3,39.0,2,1,89.9,6.3,1.0,0.0,0.0,4.5,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0018,WEB-102,1,4,2,0.5,5,150.0,9.0,0,2,71.3,-9.4,1.0,0.0,0.0,3.0,-0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0018,WEB-102,2,3,1,0.3333,3,126.4,9.0,1,1,66.8,-4.5,0.0,0.0,0.0,1.5,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0018,WEB-102,3,3,1,0.3333,1,110.2,9.0,0,0,68.3,1.5,1.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0018,WEB-102,4,3,1,0.3333,4,168.3,26.0,0,1,69.9,-0.3,0.0,0.0,0.0,2.0,-0.57,1,0,0,1,1,0,0,1,1,0,0,0,0,0,4
LNR-0018,WEB-102,5,4,0,0.0,1,15.6,4.0,0,0,66.5,3.5,0.0,0.0,0.0,3.0,-0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0019,CS-101,1,3,2,0.6667,6,112.1,28.0,1,1,64.3,-3.9,0.0,0.0,0.0,3.5,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0019,CS-101,2,3,2,1.0,4,108.9,19.0,1,1,65.7,1.4,0.0,1.0,0.0,4.0,0.44,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3
LNR-0019,CS-101,3,2,2,1.0,4,162.3,20.0,1,1,52.5,-13.2,1.0,2.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0019,CS-101,4,3,2,0.6667,11,158.5,20.0,2,1,72.1,19.6,0.0,0.0,0.0,3.5,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0019,CS-101,5,3,2,0.6667,7,115.0,21.0,1,2,64.7,-7.4,0.0,0.0,0.0,3.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0020,DATA-201,1,4,4,1.0,13,219.2,30.0,1,1,65.3,-5.6,2.0,1.0,0.0,5.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0020,DATA-201,2,3,3,1.0,9,168.3,26.0,2,1,78.3,13.0,1.0,1.0,2.0,4.5,0.89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0020,DATA-201,3,3,3,1.0,16,207.9,32.0,2,1,72.1,-6.2,1.0,1.0,0.0,5.0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0020,DATA-201,4,3,3,1.0,10,171.1,39.0,1,2,64.6,-7.5,0.0,1.0,0.0,4.0,0.6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0020,DATA-201,5,3,3,1.0,12,204.2,23.0,2,1,78.1,13.5,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0021,WEB-102,1,3,2,0.6667,8,94.2,22.0,1,1,88.1,-0.2,0.0,0.0,0.0,3.0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0021,WEB-102,2,3,2,0.6667,5,118.1,18.0,1,1,88.5,0.4,0.0,0.0,1.0,4.0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0021,WEB-102,3,3,3,1.0,7,135.2,16.0,1,2,69.9,-0.3,0.0,2.0,0.0,4.0,0.25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0021,WEB-102,4,3,2,1.0,7,120.7,23.0,2,1,78.6,-1.3,1.0,0.0,0.0,3.5,0.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LNR-0021,WEB-102,5,3,2,0.6667,5,168.3,26.0,1,2,86.5,7.9,0.0,0.0,0.0,3.5,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0022,DATA-201,1,3,3,1.0,6,186.5,20.0,1,1,69.9,-0.3,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4
LNR-0022,DATA-201,2,3,2,1.0,9,209.7,15.0,1,1,86.8,-13.2,1.0,1.0,0.0,4.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LNR-0022,DATA-201,3,3,1,0.3333,0,5.4,6.0,0,0,63.3,-23.5,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0022,DATA-201,4,3,1,0.3333,1,34.9,4.0,0,0,66.8,3.5,0.0,0.0,0.0,2.0,-0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0022,DATA-201,5,4,1,0.25,0,27.7,2.0,0,0,69.1,2.3,0.0,0.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0023,CS-101,1,4,4,1.0,14,199.3,28.0,2,3,57.1,2.2,2.0,2.0,0.0,5.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0023,CS-101,2,3,3,1.0,7,197.5,30.0,2,1,56.9,-0.2,0.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5
LNR-0023,CS-101,3,4,4,1.0,13,147.3,31.0,2,1,47.8,-9.1,0.0,0.0,0.0,5.0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0023,CS-101,4,4,4,1.0,15,289.1,30.0,2,1,47.5,-0.3,0.0,2.0,2.0,5.0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0023,CS-101,5,4,4,1.0,7,226.9,32.0,1,3,69.9,-0.3,0.0,0.0,0.0,5.0,0.88,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0024,CS-101,1,3,2,0.6667,11,156.2,21.0,1,1,84.5,4.5,0.0,1.0,0.0,3.0,0.36,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
LNR-0024,CS-101,2,3,2,0.6667,13,209.8,19.0,2,2,100.0,15.5,1.0,2.0,0.0,3.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0024,CS-101,3,2,2,1.0,5,190.6,12.0,1,2,69.9,-0.3,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4
LNR-0024,CS-101,4,3,2,0.6667,7,153.2,23.0,1,1,86.5,2.6,0.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0024,CS-101,5,3,2,0.6667,5,134.7,30.0,1,1,77.1,-9.4,1.0,0.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0025,CS-101,1,3,2,0.6667,6,107.7,22.0,0,2,64.9,-4.3,0.0,1.0,0.0,3.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0025,CS-101,2,3,2,0.6667,7,168.7,30.0,2,1,81.5,16.6,0.0,1.0,0.0,3.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0025,CS-101,3,4,3,0.75,6,83.2,20.0,1,2,56.4,-25.1,0.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0025,CS-101,4,3,2,0.6667,3,152.6,18.0,0,1,73.8,17.4,1.0,1.0,1.0,4.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0025,CS-101,5,3,2,0.6667,8,166.0,18.0,2,1,67.4,-6.4,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LNR-0026,CS-101,1,3,1,1.0,6,76.8,10.0,0,0,69.2,2.9,0.0,1.0,0.0,2.0,-0.43,1,1,0,0,0,0,0,0,0,1,1,1,0,0,4
LNR-0026,CS-101,2,3,1,0.3333,7,66.1,19.0,0,1,43.0,-26.2,0.0,0.0,0.0,2.0,-0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0026,CS-101,3,3,1,0.3333,2,101.4,4.0,1,1,48.4,5.4,0.0,0.0,0.0,2.0,-0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0026,CS-101,4,3,0,0.0,3,168.3,26.0,0,0,40.6,-7.8,0.0,0.0,0.0,1.5,-0.12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LNR-0026,CS-101,5,4,0,0.0,1,10.0,1.0,0,0,69.9,-0.3,0.0,0.0,0.0,2.5,-0.23,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
LNR-0027,AI-301,1,3,1,0.3333,7,166.7,14.0,1,0,60.3,-11.1,0.0,0.0,0.0,3.0,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0027,AI-301,2,3,1,0.3333,2,69.0,15.0,1,0,46.7,-13.6,0.0,1.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5
LNR-0027,AI-301,3,2,1,0.5,5,128.6,15.0,1,0,50.1,3.4,0.0,0.0,0.0,3.0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0027,AI-301,4,2,0,0.0,4,32.6,7.0,0,0,66.6,16.5,0.0,0.0,0.0,2.5,-0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0027,AI-301,5,3,0,0.0,0,168.3,26.0,0,0,41.0,-25.6,0.0,1.0,0.0,2.5,-0.37,1,0,0,1,1,0,0,0,0,1,1,1,0,0,5
LNR-0028,WEB-102,1,2,2,1.0,9,189.5,18.0,1,1,84.5,8.5,1.0,1.0,0.0,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0028,WEB-102,2,3,2,0.6667,5,144.0,29.0,1,1,80.9,-3.6,1.0,1.0,0.0,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0028,WEB-102,3,4,1,0.25,3,45.4,3.0,0,1,48.5,-32.4,0.0,0.0,0.0,1.0,-0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0028,WEB-102,4,4,1,0.25,2,46.8,5.0,0,0,57.6,9.1,0.0,0.0,0.0,1.0,-0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNR-0028,WEB-102,5,2,0,0.0,1,43.0,4.0,0,0,57.3,-0.3,0.0,1.0,0.0,4.0,0.44,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5
LNR-0029,AI-301,1,3,2,0.6667,6,271.9,23.0,1,1,66.8,6.6,1.0,1.0,0.0,4.0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
